id_siswa,durasi_klik,waktu_modul,ulang_video,skor_kuis,login_frekuensi
S-0641,2559.77,65.16,9,71.33,5
S-0642,1769.70,55.08,8,73.16,5
S-0643,3251.80,77.02,5,79.43,5
S-0644,312.47,15.44,2,41.88,1
S-0645,329.55,14.02,0,34.89,1
S-0646,2293.70,50.83,1,71.71,5
S-0647,221.81,18.45,0,36.07,3
S-0648,1295.47,42.63,1,89.10,5
S-0649,1278.03,40.43,0,88.03,3
S-0650,2132.35,79.94,6,53.96,6
S-0651,340.63,23.76,,53.13,1
S-0652,308.58,5.22,1,41.08,0
S-0653,1102.87,51.15,2,79.14,3
S-0654,2113.01,64.70,2,43.72,5
S-0655,1076.59,56.71,1,100.00,5
S-0656,1143.24,46.77,1,80.67,4
S-0657,1682.52,30.00,1,77.46,3
S-0658,2193.26,95.22,4,79.84,5
S-0659,1239.88,-94.66,5,57.18,5
S-0660,2331.75,87.69,4,65.04,5
S-0661,344.25,16.76,0,49.05,0
S-0662,1926.57,86.11,6,55.13,5
S-0663,1262119.98,40.74,0,100.00,2
S-0664,2039.86,101.60,6,60.00,6
S-0665,2898.17,71.49,4,54.31,4
S-0666,216.18,20.46,1,55.07,2
S-0667,272.29,6.56,,44.04,0
S-0668,2508.62,121.34,2,53.28,6
S-0669,1639555.71,46.51,2,76.20,6
S-0670,2527.03,88.33,5,43.09,6
S-0671,1883.74,88.26,2,80.48,5
S-0672,1073.05,43.90,0,95.53,3
S-0673,1679846.44,95.52,7,62.77,6
S-0674,347.50,10.71,0,10.00,2
S-0675,2173.12,98.09,4,89.05,7
S-0676,2461.95,59.99,4,51.53,4
S-0677,3112424.85,84.71,7,66.39,4
S-0678,61.23,8.24,1,44.42,1
S-0679,2689.89,78.77,8,88.68,6
S-0680,2014.28,95.54,2,67.26,5
S-0681,1831.70,-67.71,5,51.94,5
S-0682,1431.49,45.38,1,90.74,4
S-0683,985.29,54.34,1,81.17,4
S-0684,2880.12,93.43,5,55.25,5
S-0685,325.93,18.14,0,40.71,1
S-0686,2397.08,92.10,7,78.06,6
S-0687,2179.74,74.23,3,78.84,5
S-0688,250.68,12.23,0,67.01,1
S-0689,486.64,17.43,0,53.99,1
S-0690,2246.60,92.01,5,77.15,5
S-0691,399.41,15.57,0,31.93,2
S-0692,256.95,19.62,0,34.13,0
S-0693,3405824.10,78.53,8,78.93,6
S-0694,1213.07,40.40,1,94.50,5
S-0695,345.29,7.92,0,45.32,0
S-0696,2742.01,87.72,6,62.95,6
S-0697,1045.12,46.40,0,83.91,4
S-0698,2979.25,110.10,7,72.26,5
S-0699,2937.40,80.87,3,78.69,4
S-0700,1635.73,58.16,0,79.21,4
S-0701,1524.94,41.33,0,83.07,3
S-0702,1747.00,78.29,6,53.40,5
S-0703,1894.20,92.67,,55.26,4
S-0704,1435.97,96.59,2,78.69,6
S-0705,1046.71,59.66,1,92.35,5
S-0706,140.25,20.43,0,38.41,1
S-0707,399.37,-15.79,0,40.25,0
S-0708,3279064.26,92.92,5,68.16,6
S-0709,2121834.76,122.62,4,80.24,3
S-0710,2304.18,82.93,6,86.96,4
S-0711,2231.11,103.10,5,74.96,3
S-0712,229.15,17.86,0,10.00,1
S-0713,2433.82,112.84,4,55.76,4
S-0714,249734.77,18.12,0,26.54,2
S-0715,165.17,19.84,1,31.97,1
S-0716,153.04,10.16,0,20.80,3
S-0717,2624.83,108.06,8,64.61,7
S-0718,2940.50,-109.39,8,38.61,6
S-0719,331.41,13.59,1,46.33,0
S-0720,533.21,9.74,0,29.62,1
S-0721,471.68,13.52,0,58.54,1
S-0722,1991853.59,103.34,9,92.04,3
S-0723,2664.86,70.87,6,73.24,5
S-0724,1130317.42,37.09,0,93.07,4
S-0725,2293.41,48.00,6,52.60,4
S-0726,2012.44,131.10,9,58.63,5
S-0727,2790.28,62.17,4,94.60,5
S-0728,1956.17,74.70,7,66.21,5
S-0729,1085.24,66.91,0,100.00,5
S-0730,2850.01,90.15,2,64.53,5
S-0731,2146.45,145.66,8,37.01,6
S-0732,3155.96,84.06,5,76.17,3
S-0733,112.64,21.66,1,29.34,3
S-0734,2524.55,62.85,3,52.12,3
S-0735,1204.08,52.07,1,73.96,4
S-0736,2908.48,109.98,8,59.62,4
S-0737,1058.78,57.99,2,85.20,4
S-0738,593.89,50.34,1,95.50,5
S-0739,79.86,18.96,1,29.98,0
S-0740,1311.96,58.14,1,100.00,4
S-0741,2445.13,81.33,5,31.93,6
S-0742,2848.60,121.40,7,57.91,5
S-0743,2784.67,96.42,6,62.56,6
S-0744,1879.88,80.96,9,82.89,5
S-0745,420.82,13.05,0,59.59,0
S-0746,360.70,15.93,1,61.20,0
S-0747,2785.75,87.57,5,86.91,6
S-0748,1099.92,41.78,1,76.27,4
S-0749,368.23,11.15,1,40.17,0
S-0750,373753.41,13.20,1,50.67,1
S-0751,885.76,67.48,1,89.60,4
S-0752,1695.50,76.54,2,66.72,4
S-0753,2463.38,97.79,2,33.57,5
S-0754,270833.30,15.57,0,35.34,3
S-0755,2484491.99,106.45,9,63.36,5
S-0756,2583.05,73.41,5,73.09,5
S-0757,1009.43,41.82,2,96.96,4
S-0758,1798.30,107.11,,79.42,8
S-0759,2148.94,91.39,2,75.01,5
S-0760,2472.94,100.97,4,92.19,5
S-0761,326.91,16.50,0,47.48,3
S-0762,1584.89,80.79,3,40.30,6
S-0763,313.17,15.46,1,19.32,0
S-0764,2157.00,115.86,7,47.33,3
S-0765,1766.28,126.54,2,75.50,6
S-0766,1227.42,44.18,1,85.21,5
S-0767,2393094.13,69.79,5,59.53,6
S-0768,247.78,13.29,1,39.28,1
S-0769,2885.38,112.61,2,54.53,5
S-0770,249.70,6.26,0,29.04,1
S-0771,2188.39,91.38,5,67.16,5
S-0772,244.43,9.20,1,59.57,0
S-0773,3236.26,74.03,3,55.93,5
S-0774,2822.16,94.72,8,73.77,6
S-0775,195.19,19.51,1,43.82,2
S-0776,2197.64,98.42,5,71.17,4
S-0777,1008.00,57.23,2,80.79,6
S-0778,337.03,18.74,0,53.00,2
S-0779,3520.63,85.40,6,76.43,5
S-0780,2326.52,84.91,8,73.05,6
S-0781,438.51,18.52,0,11.56,2
S-0782,294.72,12.04,1,37.84,2
S-0783,1134.81,30.00,2,98.55,5
S-0784,907.98,30.00,1,95.18,2
S-0785,2138.20,86.12,4,78.68,6
S-0786,2151.24,70.87,3,12.34,4
S-0787,2724.33,114.65,6,78.65,7
S-0788,1136.57,66.30,0,84.82,3
S-0789,2669.55,93.83,4,76.64,4
S-0790,747.89,30.00,1,99.50,2
S-0791,322.10,10.28,1,49.49,0
S-0792,326.75,17.33,,40.29,2
S-0793,298.63,13.67,1,38.55,0
S-0794,242.60,14.94,0,35.62,2
S-0795,2393.76,86.71,3,65.94,3
S-0796,3090542.73,127.57,5,95.17,4
S-0797,1540.69,45.50,1,84.99,2
S-0798,1369.70,58.08,2,79.84,4
S-0799,343.62,8.32,0,24.30,0
S-0800,425.42,-9.84,1,57.04,0
S-0801,1097.47,58.02,1,87.23,4
S-0802,2868.37,81.91,,77.30,4
S-0803,1189744.54,38.22,0,83.68,3
S-0804,309.09,-16.36,0,53.62,1
S-0805,1892.80,99.62,4,56.52,5
S-0806,1424.84,42.50,1,97.65,4
S-0807,1044.81,52.87,1,81.03,2
S-0808,3004.42,103.59,4,52.55,6
S-0809,1058.00,36.17,2,78.58,5
S-0810,801.82,45.26,3,89.05,4
S-0811,1984.82,81.49,5,59.46,5
S-0812,2489.97,77.93,9,75.20,5
S-0813,2839.63,99.23,5,51.86,6
S-0814,280.38,8.93,0,12.28,0
S-0815,1278.20,38.58,0,98.50,5
S-0816,3141.90,88.56,5,83.56,5
S-0817,1464.32,46.98,2,94.66,2
S-0818,1099.00,58.14,5,75.07,6
S-0819,172.82,17.90,1,47.63,0
S-0820,2453.04,116.28,,61.28,4
S-0821,205.66,19.92,1,18.65,1
S-0822,1010.36,41.94,1,100.00,3
S-0823,295.88,10.61,1,59.17,1
S-0824,492.34,-15.10,0,43.22,3
S-0825,201.60,11.59,1,57.91,2
S-0826,1988.79,113.93,6,66.25,5
S-0827,1741.00,72.00,6,65.51,4
S-0828,1207.08,42.70,1,85.24,3
S-0829,1197.23,53.86,1,84.83,5
S-0830,1003.25,45.12,1,90.49,4
S-0831,283.41,11.39,0,56.71,2
S-0832,364.07,-24.05,1,24.00,0
S-0833,2052.23,96.86,5,63.25,5
S-0834,279895.21,11.70,1,25.65,0
S-0835,2116.93,96.39,5,68.55,6
S-0836,164.85,5.00,1,28.27,4
S-0837,2646.85,90.41,,67.27,6
S-0838,1044.53,46.01,0,100.00,4
S-0839,549.06,25.82,2,41.27,3
S-0840,2519.96,80.70,7,57.31,6
S-0841,207.44,10.29,1,61.74,1
S-0842,1950.69,62.40,6,59.19,5
S-0843,3055.06,73.38,3,53.47,4
S-0844,1431.39,42.24,2,85.33,5
S-0845,1376181.74,54.75,2,87.86,5
S-0846,1290.80,60.00,2,96.52,5
S-0847,2390.24,67.92,2,30.01,4
S-0848,1128.74,47.23,,72.94,3
S-0849,2581.78,-66.24,8,56.23,6
S-0850,3324.54,109.85,6,64.04,4
S-0851,306996.25,10.81,0,59.18,0
S-0852,1104362.76,32.84,0,85.21,5
S-0853,295.09,14.69,0,39.48,1
S-0854,329868.52,15.68,1,25.46,1
S-0855,894.62,40.66,1,100.00,4
S-0856,1784.17,75.54,5,38.26,7
S-0857,1350.68,53.35,,85.22,3
S-0858,1325.39,67.53,0,84.58,4
S-0859,2047.99,-96.94,2,68.23,5
S-0860,1180782.73,-55.39,0,95.95,3
S-0861,1337.24,49.93,0,90.44,6
S-0862,2489.90,101.78,,47.79,5
S-0863,436205.86,18.31,1,64.48,0
S-0864,1222.91,58.68,,99.97,5
S-0865,335.74,8.02,,46.33,0
S-0866,167.53,15.22,,27.08,1
S-0867,449.82,12.85,0,50.05,1
S-0868,301591.45,11.88,1,43.39,2
S-0869,357696.24,17.55,0,70.04,2
S-0870,2811687.47,83.68,5,66.25,5
S-0871,3059095.24,115.42,4,57.40,6
S-0872,1862.72,109.49,7,87.59,5
S-0873,259.83,20.27,0,38.45,2
S-0874,2439.58,92.57,6,67.78,5
S-0875,364.65,13.04,1,54.38,0
S-0876,224046.04,10.11,1,38.06,0
S-0877,79352.51,-11.68,1,44.58,0
S-0878,2278.79,-81.94,7,28.93,6
S-0879,300.78,23.60,0,38.52,3
S-0880,2093.23,60.17,4,70.84,5
S-0881,985.59,43.15,1,78.78,5
S-0882,87.92,17.39,1,37.08,1
S-0883,826393.38,52.72,1,88.25,4
S-0884,1203.75,52.87,1,79.11,4
S-0885,723.52,-51.26,2,100.00,4
S-0886,467.82,19.89,0,20.13,2
S-0887,1205.83,32.43,1,89.61,4
S-0888,1498.80,33.36,2,89.28,5
S-0889,769.38,43.49,1,80.56,4
S-0890,498454.43,11.83,0,30.61,0
S-0891,2454.93,105.54,6,29.76,5
S-0892,2994.66,110.48,7,59.56,6
S-0893,961.31,46.40,1,75.12,4
S-0894,3117.47,114.41,5,59.86,3
S-0895,309.96,9.38,1,16.82,1
S-0896,1234.98,52.37,1,88.63,5
S-0897,991.79,43.81,,80.20,4
S-0898,132.74,13.29,0,56.32,1
S-0899,988.36,53.47,0,98.05,4
S-0900,143.78,12.27,1,18.08,1
S-0901,2244.72,174.59,5,64.32,3
S-0902,317.76,18.70,1,41.95,1
S-0903,289.50,17.84,1,51.50,3
S-0904,2929.25,100.03,6,78.44,4
S-0905,2464.77,117.12,,71.93,4
S-0906,2236.28,89.01,4,92.29,4
S-0907,181.32,23.13,2,21.27,0
S-0908,3078.88,78.22,7,64.59,5
S-0909,1143.45,33.60,,94.78,3
S-0910,170926.84,12.27,0,31.55,0
S-0911,1045.47,31.91,3,86.67,5
S-0912,2244.36,99.34,6,49.37,4
S-0913,2719.06,99.54,4,75.22,5
S-0914,273.08,21.35,1,32.61,1
S-0915,871.80,41.57,,88.28,4
S-0916,2753.39,89.88,6,98.78,3
S-0917,1932.66,49.33,0,99.61,3
S-0918,1763.03,73.08,6,54.73,4
S-0919,2416.31,111.35,6,66.02,6
S-0920,342.53,13.79,0,55.49,0
S-0921,190.36,12.61,2,48.16,2
S-0922,2561181.38,84.70,,53.37,5
S-0923,1557.41,42.60,1,90.37,3
S-0924,419.28,20.16,,26.41,0
S-0925,274.31,8.10,0,19.67,1
S-0926,2247.33,84.08,5,50.47,5
S-0927,3446825.34,120.34,7,71.33,6
S-0928,180.25,9.46,0,55.83,1
S-0929,716.80,66.55,0,89.99,3
S-0930,363.30,7.77,,39.49,3
S-0931,2509.84,99.89,3,73.92,4
S-0932,3071.47,81.78,7,79.52,5
S-0933,2253.06,91.75,8,52.01,4
S-0934,1694.15,116.79,6,57.61,7
S-0935,2795.88,97.24,4,60.37,5
S-0936,227.80,16.28,0,18.45,2
S-0937,2433.47,99.25,,42.55,4
S-0938,1416.13,34.71,2,80.15,4
S-0939,309438.48,27.80,0,49.23,1
S-0940,429.06,20.72,0,58.52,2
S-0941,2280.66,79.81,2,66.17,5
S-0942,315.85,20.47,0,45.64,2
S-0943,2158.95,112.40,6,58.53,4
S-0944,3356.89,99.37,3,61.68,5
S-0945,1253.11,45.02,2,100.00,3
S-0946,2523.97,66.98,4,96.81,6
S-0947,1490.47,47.48,0,83.01,3
S-0948,2310.02,66.88,6,48.38,5
S-0949,2790.65,97.34,9,63.68,6
S-0950,2359021.21,105.94,4,69.36,4
S-0951,1215.00,37.05,0,88.30,5
S-0952,1308.71,46.84,1,95.04,2
S-0953,932.22,36.26,0,78.74,4
S-0954,1125.53,48.81,1,94.81,2
S-0955,277.65,13.45,1,33.34,1
S-0956,379.67,10.01,0,41.90,0
S-0957,384.92,6.98,1,28.51,1
S-0958,2023.81,76.93,7,49.54,6
S-0959,1183.40,51.99,0,100.00,5
S-0960,420437.82,16.17,0,39.47,2
S-0961,1851.18,43.83,1,77.15,6
S-0962,2563.43,81.15,4,53.20,5
S-0963,294.42,10.74,1,12.20,2
S-0964,2722.05,74.73,8,50.06,5
S-0965,1290.71,50.54,1,81.24,5
S-0966,1259.40,51.86,0,84.59,4
S-0967,2563.78,-82.59,,75.91,5
S-0968,2718.67,105.42,3,92.88,6
S-0969,395.68,19.94,0,44.47,2
S-0970,463.96,14.98,0,26.61,0
S-0971,278.61,16.16,1,33.90,2
S-0972,3117.26,93.59,3,56.40,5
S-0973,1037.41,37.22,1,82.57,3
S-0974,2450.29,63.33,,54.35,5
S-0975,913.38,30.40,0,93.33,4
S-0976,1883.19,69.77,3,88.22,3
S-0977,362.44,21.69,0,36.87,1
S-0978,2544.84,131.81,5,68.02,4
S-0979,374.85,12.57,0,46.18,2
S-0980,2122.61,76.40,5,69.22,5
S-0981,3211.59,78.02,4,73.28,4
S-0982,1103.71,39.82,2,93.49,4
S-0983,2699.50,104.57,2,73.47,4
S-0984,2391.61,69.58,,61.21,4
S-0985,389.77,18.02,0,36.92,0
S-0986,1101039.66,63.07,0,92.65,6
S-0987,2358.28,83.46,4,49.40,3
S-0988,1052.62,44.08,2,96.66,4
S-0989,323.79,11.68,1,47.86,1
S-0990,822.86,38.07,1,95.14,5
S-0991,271930.75,10.07,0,50.83,1
S-0992,1090.15,62.31,1,96.37,5
S-0993,1495.07,53.38,0,87.92,4
S-0994,1650.95,-45.35,0,88.03,4
S-0995,2565.34,84.48,4,49.69,6
S-0996,2597575.10,65.40,6,52.63,4
S-0997,416.30,16.11,,18.43,2
S-0998,1725.65,63.59,4,56.09,6
S-0999,2638.67,79.16,3,48.82,4
S-1000,183.55,11.61,0,52.59,2
S-1001,2267.05,86.43,5,62.64,6
S-1002,914816.04,43.68,,95.84,6
S-1003,2384.42,114.06,3,77.50,5
S-1004,147.11,13.96,0,48.60,4
S-1005,286.24,15.16,1,43.09,0
S-1006,1488.95,45.72,2,88.32,4
S-1007,796.75,66.07,2,82.00,5
S-1008,1286.20,36.69,1,93.68,4
S-1009,2895.04,140.42,6,52.07,4
S-1010,2673679.60,111.29,5,63.20,8
S-1011,1025.63,49.23,2,100.00,4
S-1012,420054.23,-10.00,1,40.40,0
S-1013,290.33,23.94,0,41.43,1
S-1014,2405.27,72.56,8,53.34,5
S-1015,2734087.03,54.45,5,61.79,6
S-1016,1773.50,46.83,0,78.96,4
S-1017,294.71,12.36,1,60.48,3
S-1018,1783.94,65.80,3,53.38,5
S-1019,2903.99,88.76,,44.70,5
S-1020,264.50,-17.23,1,27.81,1
S-1021,2477.03,60.69,5,55.02,5
S-1022,209096.27,14.75,1,33.72,1
S-1023,1179.89,33.03,,91.63,4
S-1024,1521.86,33.32,2,93.34,3
S-1025,3164.25,126.75,4,65.06,5
S-1026,395142.41,27.28,1,17.67,0
S-1027,350.91,11.48,1,50.53,2
S-1028,2589644.17,100.91,5,60.26,5
S-1029,286009.02,20.99,1,20.32,1
S-1030,1258.45,43.81,2,89.14,5
S-1031,2439.02,121.00,8,54.93,6
S-1032,2155.46,112.28,4,68.44,4
S-1033,1196.79,38.16,1,77.93,4
S-1034,2159.64,96.23,5,34.74,3
S-1035,1115.55,55.17,0,95.49,5
S-1036,2662.56,96.86,6,76.12,6
S-1037,3230.24,124.28,6,74.14,6
S-1038,325.04,11.56,1,29.98,1
S-1039,2651.58,55.00,3,38.42,6
S-1040,2201.83,100.75,5,91.96,6
S-1041,2834.61,68.67,9,93.51,7
S-1042,2173.35,82.45,6,75.03,5
S-1043,1481.00,31.20,,84.51,5
S-1044,2071.85,101.82,4,82.25,6
S-1045,1496.87,56.13,7,80.60,5
S-1046,1695.17,60.68,7,49.40,6
S-1047,2016.29,109.16,5,59.54,4
S-1048,2987.48,94.51,3,68.06,4
S-1049,1522.31,30.74,1,90.52,4
S-1050,282.34,11.87,1,31.82,0
S-1051,3196.30,88.34,2,86.49,3
S-1052,1053.93,41.19,1,100.00,4
S-1053,2310.09,110.90,5,65.12,4
S-1054,1170.93,58.14,1,85.52,6
S-1055,2297.20,54.18,5,72.98,4
S-1056,1671.61,84.23,5,77.29,6
S-1057,2274.66,51.03,5,44.55,7
S-1058,2450121.67,110.46,2,50.15,4
S-1059,2267.03,107.93,8,63.98,4
S-1060,400.71,15.59,0,23.79,2
S-1061,109.30,12.72,0,67.99,0
S-1062,1905.88,71.07,5,67.01,5
S-1063,205.51,5.92,0,51.85,1
S-1064,3637.39,73.99,4,80.81,5
S-1065,1009.18,43.19,2,90.32,5
S-1066,326.93,8.66,0,51.59,2
S-1067,549.67,37.54,,98.06,6
S-1068,197.29,20.22,1,12.56,1
S-1069,230.65,20.39,0,40.16,3
S-1070,289.29,12.66,0,25.23,2
S-1071,2723.77,113.12,5,82.01,5
S-1072,2219.36,59.44,,74.27,6
S-1073,2769952.21,79.65,5,71.70,5
S-1074,1480.73,54.06,0,100.00,5
S-1075,899.37,43.18,,94.69,4
S-1076,1074.82,34.55,1,98.93,5
S-1077,3048.81,81.91,4,80.22,7
S-1078,1698.25,75.68,8,64.05,6
S-1079,2688.25,100.45,2,55.86,6
S-1080,438.94,23.50,1,14.15,3
S-1081,3330.27,96.07,5,72.13,6
S-1082,1549.84,66.71,1,100.00,4
S-1083,205.33,21.40,1,55.48,0
S-1084,319.15,8.20,0,38.26,0
S-1085,2275.09,107.97,5,57.03,4
S-1086,2713.28,104.19,,63.18,4
S-1087,2805.15,66.24,3,61.60,4
S-1088,170.07,16.58,0,47.81,0
S-1089,488.39,23.87,0,11.94,1
S-1090,2963.04,56.53,2,81.77,5
S-1091,1948.91,74.41,4,64.06,4
S-1092,304.04,12.21,0,47.61,1
S-1093,237.37,19.50,0,48.31,1
S-1094,3254.39,112.37,5,77.17,7
S-1095,2512.93,92.90,9,58.57,5
S-1096,449.53,9.37,0,49.33,0
S-1097,2346.37,104.38,6,44.58,4
S-1098,2677.10,45.00,4,73.75,5
S-1099,2660.10,-81.33,6,55.48,4
S-1100,1744.01,88.47,4,47.26,5
S-1101,928.64,47.11,2,82.49,3
S-1102,305.90,17.49,0,56.89,0
S-1103,1188.40,-46.59,2,84.89,3
S-1104,245346.42,8.44,1,61.42,1
S-1105,424.63,8.29,1,32.76,3
S-1106,853.63,50.00,2,92.44,3
S-1107,328.71,15.53,0,32.98,1
S-1108,2830.18,87.60,4,58.47,7
S-1109,398.51,23.42,0,37.02,2
S-1110,1244.31,33.30,1,96.47,2
S-1111,3436.78,87.38,6,50.58,5
S-1112,2757.08,60.95,4,77.07,4
S-1113,107705.66,19.66,2,23.74,1
S-1114,1880693.07,34.16,1,97.48,4
S-1115,108.98,10.24,1,19.58,0
S-1116,1955559.61,108.85,4,78.35,5
S-1117,1570.01,77.60,1,87.89,3
S-1118,288.29,27.79,1,61.08,1
S-1119,2349.67,98.30,5,62.89,3
S-1120,931.84,54.06,1,89.09,3
S-1121,3060.41,114.79,2,56.62,5
S-1122,1604621.31,44.48,1,93.02,7
S-1123,2404.99,83.99,2,74.91,3
S-1124,347.20,20.51,2,56.58,2
S-1125,2723.40,92.40,7,77.80,6
S-1126,187.65,8.35,0,10.00,1
S-1127,1324.06,59.44,0,89.39,5
S-1128,3017.49,85.47,,75.00,4
S-1129,798.76,51.12,2,100.00,4
S-1130,243.90,13.14,0,38.41,0
S-1131,267.76,11.82,1,28.12,0
S-1132,3097.67,102.07,4,65.24,5
S-1133,399.22,13.98,,37.70,2
S-1134,184.01,14.05,0,35.61,0
S-1135,219301.00,14.44,0,35.26,1
S-1136,390.43,25.25,1,31.89,2
S-1137,2299.88,111.12,2,41.91,5
S-1138,1940.54,103.31,6,31.21,5
S-1139,2725.21,90.79,3,42.48,3
S-1140,1185.37,47.12,2,70.00,3
S-1141,3032.95,110.73,3,58.92,6
S-1142,259.97,16.48,1,43.56,0
S-1143,3074.74,82.99,3,71.20,7
S-1144,1400.61,48.67,4,84.68,4
S-1145,377.50,9.04,0,50.43,2
S-1146,1542.21,90.99,5,57.51,5
S-1147,469.55,21.24,0,34.84,2
S-1148,2914.93,67.89,6,73.64,4
S-1149,1516.12,-44.99,1,90.61,5
S-1150,356.21,-17.83,0,61.23,0
S-1151,1028.98,31.35,2,88.99,5
S-1152,2651.76,127.10,4,74.42,5
S-1153,2820.34,91.10,5,42.42,4
S-1154,2488.05,78.26,7,79.95,7
S-1155,1202.60,30.00,2,99.24,4
S-1156,3450.61,64.80,7,52.89,3
S-1157,2656.03,89.74,7,62.76,5
S-1158,779.77,34.53,1,88.71,5
S-1159,355822.54,23.79,0,73.35,2
S-1160,1177.23,63.24,,82.70,5
S-1161,178.01,27.48,0,42.03,1
S-1162,2151.93,90.29,3,69.38,6
S-1163,1074.86,48.61,3,94.26,5
S-1164,254.16,7.27,0,19.26,1
S-1165,2750.30,100.00,5,74.83,4
S-1166,240.23,5.72,,36.70,0
S-1167,1055.43,48.59,3,100.00,8
S-1168,456.67,17.71,0,47.72,2
S-1169,1924934.76,127.03,5,37.79,6
S-1170,760.41,55.58,2,97.47,4
S-1171,567.78,53.49,0,83.60,3
S-1172,3225.92,117.90,9,81.76,6
S-1173,1078.35,48.20,3,91.24,5
S-1174,432.36,11.25,0,39.37,0
S-1175,932.01,49.93,1,90.22,4
S-1176,1158.57,52.01,0,77.36,3
S-1177,3645.55,94.99,9,70.86,6
S-1178,1401.31,58.80,1,97.35,5
S-1179,429.93,13.85,0,60.70,1
S-1180,3079.07,130.48,4,42.15,5
S-1181,1191.84,33.82,1,80.05,4
S-1182,352.80,14.30,1,53.82,2
S-1183,2815.46,97.92,8,68.44,3
S-1184,1956.39,-91.24,7,51.40,4
S-1185,2111803.28,75.38,7,85.89,5
S-1186,451.51,14.50,1,41.28,1
S-1187,950.97,30.00,2,81.89,4
S-1188,1251858.90,48.06,1,83.68,3
S-1189,528.46,10.87,0,33.62,2
S-1190,2536.38,129.60,2,48.24,5
S-1191,951.77,37.12,1,85.30,4
S-1192,2240.40,89.29,4,90.14,6
S-1193,1584.12,65.43,3,100.00,6
S-1194,1300.63,36.81,1,72.41,3
S-1195,326.51,17.29,0,55.48,0
S-1196,316.76,12.21,1,28.64,3
S-1197,3447.99,111.87,7,48.84,5
S-1198,2880.52,103.96,5,74.74,5
S-1199,2853.14,76.96,5,47.76,6
S-1200,1645.18,48.23,0,83.31,4
S-1201,3292.05,76.08,7,70.80,4
S-1202,3147.13,90.23,,72.59,2
S-1203,2680.67,64.26,6,89.16,5
S-1204,1283.71,40.68,2,98.14,3
S-1205,2230.71,105.34,7,64.24,4
S-1206,332.22,17.00,1,44.91,0
S-1207,301.77,12.82,,30.81,1
S-1208,1376670.48,62.28,0,100.00,5
S-1209,531.36,58.81,2,100.00,4
S-1210,1420.41,33.65,0,92.70,5
S-1211,1322227.69,31.20,0,100.00,5
S-1212,1087.06,40.49,1,90.32,4
S-1213,919221.83,45.79,0,83.13,3
S-1214,1256.50,94.27,7,73.89,5
S-1215,3325.70,103.33,6,73.68,5
S-1216,352.67,14.68,1,56.54,1
S-1217,338.72,21.90,1,42.06,2
S-1218,1031.17,46.73,2,89.29,6
S-1219,939.02,45.41,1,85.27,5
S-1220,3117655.74,128.07,5,51.45,5
S-1221,2210.82,59.47,5,73.59,6
S-1222,1129.12,44.07,2,83.26,4
S-1223,1485.09,44.23,0,74.56,2
S-1224,2365.87,-61.00,6,43.65,5
S-1225,1774.17,93.80,6,74.31,4
S-1226,1336.30,44.40,3,100.00,3
S-1227,229.11,18.13,1,58.37,1
S-1228,1662.05,96.24,2,67.60,5
S-1229,1036.28,53.11,0,95.47,5
S-1230,1256.29,47.80,,96.79,3
S-1231,2896.87,-80.96,5,89.17,5
S-1232,1241.50,54.34,1,83.47,4
S-1233,2379.97,134.02,6,78.71,7
S-1234,3030.01,86.40,6,58.85,5
S-1235,2512.73,73.68,5,42.86,6
S-1236,2415.33,102.59,5,56.56,5
S-1237,2043.37,90.58,3,37.56,4
S-1238,318.96,24.88,1,35.18,2
S-1239,557.54,44.58,2,93.13,4
S-1240,1437.94,32.54,1,93.13,4
S-1241,2860.49,-74.19,,54.26,5
S-1242,3311.70,72.13,3,41.59,6
S-1243,242.75,13.74,2,64.86,1
S-1244,1391436.53,47.12,0,86.61,5
S-1245,305.12,5.00,0,34.25,1
S-1246,1850.77,-70.41,3,52.97,3
S-1247,3138.88,98.41,4,74.12,5
S-1248,246101.18,10.68,0,58.04,1
S-1249,217.61,15.63,0,10.00,2
S-1250,311.85,16.43,0,17.66,1
S-1251,808.57,64.64,0,93.49,2
S-1252,3551.20,131.66,5,60.19,6
S-1253,380.85,15.17,0,59.76,2
S-1254,305.56,9.12,1,44.69,0
S-1255,136.17,13.50,1,33.61,1
S-1256,2300.65,111.67,4,59.95,5
S-1257,3338.74,111.49,8,60.25,7
S-1258,1515.76,41.60,1,96.69,4
S-1259,797.82,31.86,0,77.72,4
S-1260,372.41,10.61,0,23.61,2
S-1261,2425.02,95.93,3,53.81,4
S-1262,241.20,7.41,1,26.93,2
S-1263,255.49,18.50,0,45.43,1
S-1264,1263.93,42.98,1,97.72,4
S-1265,1186.62,52.17,1,82.84,3
S-1266,321.27,6.87,0,58.93,1
S-1267,257.35,14.43,1,23.75,1
S-1268,2396.45,69.53,4,41.88,4
S-1269,2860.37,81.90,5,59.19,3
S-1270,1827.72,61.06,4,42.84,4
S-1271,2716.75,103.26,6,80.79,5
S-1272,3130632.92,109.45,5,74.82,6
S-1273,2332.00,73.82,3,53.20,3
S-1274,393.62,10.06,1,57.58,1
S-1275,1317.72,44.24,0,93.23,5
S-1276,666378.75,39.36,0,82.50,3
S-1277,886.10,36.25,2,97.75,5
S-1278,1119.31,54.08,1,93.77,5
S-1279,725.71,36.12,2,87.21,4
S-1280,465452.95,18.87,1,29.57,3
S-1281,431.32,14.72,0,45.71,2
S-1282,2070.09,114.36,6,55.89,4
